image_path,boredom,engagement,confusion,frustration,split
Train\210058\2100582002\2100582002.jpg,2,2,0,0,train
Train\210058\2100582003\2100582003.jpg,1,3,0,0,train
Train\210058\2100582004\2100582004.jpg,0,3,0,0,train
Train\210058\2100582005\2100582005.jpg,2,3,0,0,train
Train\210058\2100582006\2100582006.jpg,1,2,1,0,train
Train\210058\2100582008\2100582008.jpg,0,2,0,0,train
Train\210058\2100582009\2100582009.jpg,1,3,0,0,train
Train\210058\2100582012\2100582012.jpg,2,2,0,0,train
Train\210058\2100582013\2100582013.jpg,2,2,0,1,train
Train\210058\2100582015\2100582015.jpg,1,2,0,0,train
Train\210058\2100582017\2100582017.jpg,1,2,0,0,train
Train\210058\2100582019\2100582019.jpg,1,2,0,0,train
Train\210058\2100582020\2100582020.jpg,0,2,0,0,train
Train\210058\2100582021\2100582021.jpg,2,2,0,1,train
Train\210058\2100582023\2100582023.jpg,1,2,0,0,train
Train\210058\2100582024\2100582024.jpg,0,2,0,0,train
Train\210058\2100582025\2100582025.jpg,0,3,0,0,train
Train\210058\2100582026\2100582026.jpg,1,3,0,0,train
Train\210058\2100582027\2100582027.jpg,2,1,0,0,train
Train\210058\2100582028\2100582028.jpg,1,2,0,0,train
Train\210058\2100582038\2100582038.jpg,1,2,0,0,train
Train\210058\2100582043\2100582043.jpg,0,3,2,0,train
Train\210058\2100582044\2100582044.jpg,2,2,2,1,train
Train\210058\2100582045\2100582045.jpg,2,2,0,0,train
Train\210058\2100582046\2100582046.jpg,2,2,1,0,train
Train\210058\2100582048\2100582048.jpg,0,3,0,0,train
Train\210058\2100582050\2100582050.jpg,1,2,0,0,train
Train\210058\2100582051\2100582051.jpg,2,2,0,0,train
Train\210058\2100582052\2100582052.jpg,3,0,0,0,train
Train\210058\2100582053\2100582053.jpg,3,3,0,0,train
Train\210058\2100582054\2100582054.jpg,1,2,0,0,train
Train\210058\2100582055\2100582055.jpg,3,0,0,0,train
Train\210058\2100582056\2100582056.jpg,3,0,0,0,train
Train\210058\2100582057\2100582057.jpg,3,0,1,0,train
Train\210058\2100582058\2100582058.jpg,3,0,0,0,train
Train\210058\2100582060\2100582060.jpg,3,0,0,0,train
Train\210058\2100582061\2100582061.jpg,3,1,0,0,train
Train\210058\2100582062\2100582062.jpg,3,0,0,0,train
Train\210058\2100582064\2100582064.jpg,3,3,1,0,train
Train\210058\2100582067\2100582067.jpg,2,2,0,0,train
Train\210058\2100582069\2100582069.jpg,2,2,0,1,train
Train\210059\2100591002\2100591002.jpg,1,3,0,0,train
Train\210059\2100591003\2100591003.jpg,0,3,0,0,train
Train\210059\2100591004\2100591004.jpg,1,3,0,0,train
Train\210059\2100591005\2100591005.jpg,0,3,0,0,train
Train\210059\2100591006\2100591006.jpg,0,3,0,0,train
Train\210059\2100591007\2100591007.jpg,0,3,0,0,train
Train\210059\2100591008\2100591008.jpg,0,3,0,0,train
Train\210059\2100591010\2100591010.jpg,0,3,2,0,train
Train\210059\2100591013\2100591013.jpg,0,2,0,0,train
Train\210059\2100591015\2100591015.jpg,0,2,0,0,train
Train\210059\2100591016\2100591016.jpg,0,3,0,0,train
Train\210059\2100591017\2100591017.jpg,1,2,0,0,train
Train\210059\2100591019\2100591019.jpg,2,2,0,0,train
Train\210059\2100591020\2100591020.jpg,0,3,0,0,train
Train\210059\2100591021\2100591021.jpg,1,2,0,0,train
Train\210059\2100591022\2100591022.jpg,0,3,1,1,train
Train\210059\2100591023\2100591023.jpg,1,2,0,0,train
Train\210059\2100591025\2100591025.jpg,0,3,0,0,train
Train\210059\2100591026\2100591026.jpg,1,2,1,1,train
Train\210059\2100591027\2100591027.jpg,1,2,0,1,train
Train\210059\2100591028\2100591028.jpg,0,2,0,0,train
Train\210059\2100591030\2100591030.jpg,0,2,0,0,train
Train\210059\2100591034\2100591034.jpg,0,3,0,0,train
Train\210059\2100591035\2100591035.jpg,0,3,1,0,train
Train\210059\2100591036\2100591036.jpg,0,3,0,0,train
Train\210059\2100591037\2100591037.jpg,0,2,1,0,train
Train\210059\2100591038\2100591038.jpg,0,2,0,0,train
Train\210059\2100591039\2100591039.jpg,1,2,2,0,train
Train\210059\2100591040\2100591040.jpg,2,3,1,0,train
Train\210059\2100591041\2100591041.jpg,0,2,0,0,train
Train\210059\2100591042\2100591042.jpg,0,3,0,0,train
Train\210059\2100591043\2100591043.jpg,1,2,0,0,train
Train\210059\2100591044\2100591044.jpg,2,3,0,1,train
Train\210059\2100591045\2100591045.jpg,0,2,1,0,train
Train\210059\2100591046\2100591046.jpg,1,1,0,0,train
Train\210059\2100591047\2100591047.jpg,2,3,0,0,train
Train\210059\2100591048\2100591048.jpg,0,3,0,0,train
Train\210059\2100591049\2100591049.jpg,0,2,0,0,train
Train\210059\2100591050\2100591050.jpg,1,3,0,0,train
Train\210059\2100591053\2100591053.jpg,1,3,0,0,train
Train\210059\2100591054\2100591054.jpg,1,3,1,0,train
Train\210059\2100591055\2100591055.jpg,2,3,0,0,train
Train\210059\2100591056\2100591056.jpg,0,3,0,0,train
Train\210059\2100591057\2100591057.jpg,0,3,2,1,train
Train\210059\2100591059\2100591059.jpg,0,3,0,0,train
Train\210059\2100591060\2100591060.jpg,0,2,0,0,train
Train\210059\2100591061\2100591061.jpg,0,3,0,0,train
Train\210059\2100591062\2100591062.jpg,1,2,0,0,train
Train\210059\2100591064\2100591064.jpg,2,2,0,0,train
Train\210059\2100591065\2100591065.jpg,0,3,0,0,train
Train\210059\2100591066\2100591066.jpg,1,3,0,0,train
Train\210059\2100591067\2100591067.jpg,2,3,0,0,train
Train\210059\2100591068\2100591068.jpg,0,3,0,0,train
Train\210059\2100591069\2100591069.jpg,2,3,0,0,train
Train\210059\2100591070\2100591070.jpg,0,3,0,0,train
Train\210059\2100591072\2100591072.jpg,1,3,2,0,train
Train\210059\2100591073\2100591073.jpg,0,3,0,0,train
Train\210059\2100591074\2100591074.jpg,0,3,0,0,train
Train\210059\2100591075\2100591075.jpg,0,3,0,0,train
Train\210059\2100591076\2100591076.jpg,0,3,0,0,train
Train\210059\2100591077\2100591077.jpg,1,3,1,1,train
Train\210059\2100591078\2100591078.jpg,0,3,0,1,train
Train\210059\2100591080\2100591080.jpg,1,3,1,0,train
Train\210059\2100591081\2100591081.jpg,0,2,0,0,train
Train\210059\2100591082\2100591082.jpg,0,3,0,0,train
Train\210059\2100592002\2100592002.jpg,0,3,1,0,train
Train\210059\2100592003\2100592003.jpg,0,3,0,0,train
Train\210059\2100592004\2100592004.jpg,0,2,0,0,train
Train\210059\2100592005\2100592005.jpg,0,3,0,0,train
Train\210059\2100592007\2100592007.jpg,1,3,0,0,train
Train\210059\2100592009\2100592009.jpg,0,3,1,1,train
Train\210059\2100592010\2100592010.jpg,0,3,0,0,train
Train\210059\2100592011\2100592011.jpg,0,2,0,0,train
Train\210059\2100592012\2100592012.jpg,0,3,2,0,train
Train\210059\2100592013\2100592013.jpg,0,2,0,0,train
Train\210059\2100592014\2100592014.jpg,1,2,1,1,train
Train\210059\2100592015\2100592015.jpg,1,3,0,0,train
Train\210059\2100592016\2100592016.jpg,0,3,0,0,train
Train\210059\2100592017\2100592017.jpg,0,3,0,0,train
Train\210059\2100592018\2100592018.jpg,1,2,0,1,train
Train\210059\2100592019\2100592019.jpg,1,3,0,0,train
Train\210059\2100592020\2100592020.jpg,1,3,0,0,train
Train\210059\2100592021\2100592021.jpg,1,3,0,0,train
Train\210059\2100592022\2100592022.jpg,0,2,0,0,train
Train\210059\2100592023\2100592023.jpg,0,3,1,0,train
Train\210059\2100592024\2100592024.jpg,0,3,0,0,train
Train\210059\2100592025\2100592025.jpg,0,2,0,0,train
Train\210059\2100592026\2100592026.jpg,1,3,0,0,train
Train\210059\2100592027\2100592027.jpg,1,2,1,0,train
Train\210059\2100592028\2100592028.jpg,1,3,1,0,train
Train\210059\2100592029\2100592029.jpg,0,3,1,0,train
Train\210059\2100592030\2100592030.jpg,0,2,0,0,train
Train\210059\2100592032\2100592032.jpg,2,3,1,1,train
Train\210059\2100592033\2100592033.jpg,0,3,0,0,train
Train\210059\2100592034\2100592034.jpg,2,3,0,0,train
Train\210059\2100592035\2100592035.jpg,0,2,0,0,train
Train\210059\2100592036\2100592036.jpg,0,2,0,1,train
Train\210059\2100592038\2100592038.jpg,0,2,0,0,train
Train\210059\2100592040\2100592040.jpg,0,2,0,0,train
Train\210059\2100592041\2100592041.jpg,0,3,0,0,train
Train\210059\2100592042\2100592042.jpg,1,3,0,0,train
Train\210059\2100592043\2100592043.jpg,0,2,0,0,train
Train\210059\2100592044\2100592044.jpg,0,3,0,0,train
Train\210059\2100592046\2100592046.jpg,1,2,0,1,train
Train\210059\2100592047\2100592047.jpg,0,3,0,0,train
Train\210059\2100592048\2100592048.jpg,0,2,0,0,train
Train\210059\2100592049\2100592049.jpg,0,3,0,0,train
Train\210059\2100592052\2100592052.jpg,2,2,0,0,train
Train\210059\2100592053\2100592053.jpg,0,3,2,0,train
Train\210059\2100592054\2100592054.jpg,1,2,0,1,train
Train\210059\2100592056\2100592056.jpg,0,2,0,0,train
Train\210059\2100592057\2100592057.jpg,2,2,0,0,train
Train\210059\2100592058\2100592058.jpg,0,2,0,0,train
Train\210059\2100592059\2100592059.jpg,0,3,0,0,train
Train\210059\2100592060\2100592060.jpg,0,2,0,0,train
Train\210059\2100592064\2100592064.jpg,2,2,0,0,train
Train\210059\2100592065\2100592065.jpg,0,2,0,0,train
Train\210059\2100592066\2100592066.jpg,1,2,0,0,train
Train\210059\2100592067\2100592067.jpg,0,3,0,0,train
Train\210059\2100592068\2100592068.jpg,0,2,0,0,train
Train\210059\2100592069\2100592069.jpg,0,3,0,0,train
Train\210059\2100592070\2100592070.jpg,2,2,0,0,train
Train\210059\2100592071\2100592071.jpg,1,2,1,0,train
Train\210059\2100592072\2100592072.jpg,0,3,0,0,train
Train\210060\2100601001\2100601001.jpg,2,3,1,0,train
Train\210060\2100601002\2100601002.jpg,1,3,0,0,train
Train\210060\2100601004\2100601004.jpg,2,2,1,0,train
Train\210060\2100601005\2100601005.jpg,3,2,1,1,train
Train\210060\2100601006\2100601006.jpg,1,2,0,1,train
Train\210060\2100601007\2100601007.jpg,2,2,2,2,train
Train\210060\2100601008\2100601008.jpg,0,3,0,0,train
Train\210060\2100601009\2100601009.jpg,2,2,2,1,train
Train\210060\2100601010\2100601010.jpg,1,3,0,0,train
Train\210060\2100601011\2100601011.jpg,2,3,0,0,train
Train\210060\2100601012\2100601012.jpg,1,1,0,0,train
Train\210060\2100601013\2100601013.jpg,0,2,1,0,train
Train\210060\2100601014\2100601014.jpg,0,3,0,0,train
Train\210060\2100601015\2100601015.jpg,1,2,0,0,train
Train\210060\2100601016\2100601016.jpg,0,3,0,0,train
Train\210060\2100601017\2100601017.jpg,0,3,0,0,train
Train\210060\2100601018\2100601018.jpg,0,1,2,0,train
Train\210060\2100601020\2100601020.jpg,0,3,0,0,train
Train\210060\2100601021\2100601021.jpg,2,2,0,0,train
Train\210060\2100601023\2100601023.jpg,0,2,1,0,train
Train\210060\2100601024\2100601024.jpg,0,2,0,0,train
Train\210060\2100601025\2100601025.jpg,1,2,0,0,train
Train\210060\2100601027\2100601027.jpg,2,2,0,1,train
Train\210060\2100601028\2100601028.jpg,0,2,2,0,train
Train\210060\2100601029\2100601029.jpg,1,2,0,0,train
Train\210060\2100601030\2100601030.jpg,0,3,0,0,train
Train\210060\2100601031\2100601031.jpg,2,2,0,0,train
Train\210060\2100601032\2100601032.jpg,1,2,0,0,train
Train\210060\2100601033\2100601033.jpg,0,3,1,0,train
Train\210060\2100601035\2100601035.jpg,0,3,0,1,train
Train\210060\2100601036\2100601036.jpg,3,2,0,0,train
Train\210060\2100601037\2100601037.jpg,0,3,0,0,train
Train\210060\2100601038\2100601038.jpg,0,3,0,0,train
Train\210060\2100601039\2100601039.jpg,1,2,1,1,train
Train\210060\2100601040\2100601040.jpg,0,3,0,0,train
Train\210060\2100601041\2100601041.jpg,0,3,0,0,train
Train\210060\2100601042\2100601042.jpg,0,3,0,0,train
Train\210060\2100601043\2100601043.jpg,0,3,0,0,train
Train\210060\2100601044\2100601044.jpg,0,3,0,0,train
Train\210060\2100601045\2100601045.jpg,0,3,0,0,train
Train\210060\2100601046\2100601046.jpg,0,3,0,0,train
Train\210060\2100601049\2100601049.jpg,1,2,0,0,train
Train\210060\2100601050\2100601050.jpg,1,2,1,0,train
Train\210060\2100601052\2100601052.jpg,0,2,0,0,train
Train\210060\2100601053\2100601053.jpg,1,2,0,0,train
Train\210060\2100601054\2100601054.jpg,1,2,0,0,train
Train\210060\2100601055\2100601055.jpg,1,3,1,0,train
Train\210060\2100601056\2100601056.jpg,2,2,0,0,train
Train\210060\2100601057\2100601057.jpg,0,3,1,0,train
Train\210060\2100601059\2100601059.jpg,1,2,0,0,train
Train\210060\2100601062\2100601062.jpg,0,3,2,0,train
Train\210060\2100601063\2100601063.jpg,0,3,1,0,train
Train\210060\2100601064\2100601064.jpg,2,2,2,0,train
Train\210060\2100601065\2100601065.jpg,0,3,0,0,train
Train\210060\2100601066\2100601066.jpg,0,3,0,0,train
Train\210060\2100601067\2100601067.jpg,1,3,0,0,train
Train\210060\2100601068\2100601068.jpg,1,2,1,0,train
Train\210060\2100601069\2100601069.jpg,2,3,0,0,train
Train\210060\2100601071\2100601071.jpg,0,3,0,0,train
Train\210060\2100601073\2100601073.jpg,1,3,0,0,train
Train\210060\2100601074\2100601074.jpg,2,2,0,2,train
Train\210060\2100601075\2100601075.jpg,0,2,0,1,train
Train\210060\2100601077\2100601077.jpg,1,3,0,0,train
Train\210060\2100601078\2100601078.jpg,2,2,1,1,train
Train\210060\2100602001\2100602001.jpg,1,2,2,0,train
Train\210060\2100602002\2100602002.jpg,0,2,0,0,train
Train\210060\2100602003\2100602003.jpg,0,2,0,0,train
Train\210060\2100602004\2100602004.jpg,0,2,1,0,train
Train\210060\2100602005\2100602005.jpg,2,2,0,0,train
Train\210060\2100602006\2100602006.jpg,2,3,1,1,train
Train\210060\2100602008\2100602008.jpg,1,2,1,0,train
Train\210060\2100602009\2100602009.jpg,0,2,0,0,train
Train\210060\2100602010\2100602010.jpg,1,3,2,0,train
Train\210060\2100602011\2100602011.jpg,2,2,2,0,train
Train\210060\2100602012\2100602012.jpg,1,2,0,0,train
Train\210060\2100602014\2100602014.jpg,2,2,3,0,train
Train\210060\2100602015\2100602015.jpg,2,2,0,0,train
Train\210060\2100602017\2100602017.jpg,0,3,2,2,train
Train\210060\2100602018\2100602018.jpg,1,2,0,0,train
Train\210060\2100602019\2100602019.jpg,2,2,1,0,train
Train\210060\2100602020\2100602020.jpg,0,3,0,0,train
Train\210060\2100602022\2100602022.jpg,1,2,0,0,train
Train\210060\2100602023\2100602023.jpg,1,2,1,1,train
Train\210060\2100602024\2100602024.jpg,1,2,0,0,train
Train\210060\2100602025\2100602025.jpg,2,3,0,0,train
Train\210060\2100602026\2100602026.jpg,1,2,2,1,train
Train\210060\2100602027\2100602027.jpg,2,3,0,0,train
Train\210060\2100602028\2100602028.jpg,2,2,1,1,train
Train\210060\2100602029\2100602029.jpg,2,2,0,0,train
Train\210060\2100602030\2100602030.jpg,0,2,0,0,train
Train\210060\2100602032\2100602032.jpg,2,2,1,0,train
Train\210060\2100602033\2100602033.jpg,0,3,0,0,train
Train\210060\2100602034\2100602034.jpg,1,2,0,0,train
Train\210060\2100602035\2100602035.jpg,2,2,0,0,train
Train\210060\2100602036\2100602036.jpg,2,2,0,0,train
Train\210060\2100602038\2100602038.jpg,1,2,2,2,train
Train\210060\2100602040\2100602040.jpg,2,2,1,1,train
Train\210060\2100602041\2100602041.jpg,2,0,1,0,train
Train\210060\2100602042\2100602042.jpg,1,2,0,0,train
Train\210060\2100602043\2100602043.jpg,0,3,0,0,train
Train\210060\2100602044\2100602044.jpg,2,2,0,0,train
Train\210060\2100602046\2100602046.jpg,1,2,0,0,train
Train\210060\2100602047\2100602047.jpg,3,3,2,2,train
Train\210060\2100602049\2100602049.jpg,1,3,0,0,train
Train\210060\2100602050\2100602050.jpg,1,3,0,2,train
Train\210060\2100602051\2100602051.jpg,0,2,0,0,train
Train\210060\2100602052\2100602052.jpg,1,3,1,1,train
Train\210060\2100602053\2100602053.jpg,2,2,0,0,train
Train\210060\2100602054\2100602054.jpg,1,3,0,0,train
Train\210060\2100602056\2100602056.jpg,2,2,2,2,train
Train\210060\2100602058\2100602058.jpg,2,2,0,0,train
Train\210060\2100602059\2100602059.jpg,2,2,0,0,train
Train\210060\2100602060\2100602060.jpg,2,2,0,0,train
Train\210060\2100602061\2100602061.jpg,0,2,0,0,train
Train\210060\2100602062\2100602062.jpg,1,3,0,0,train
Train\210060\2100602063\2100602063.jpg,1,3,0,0,train
Train\210060\2100602065\2100602065.jpg,1,2,0,0,train
Train\210060\2100602067\2100602067.jpg,2,3,0,0,train
Train\210060\2100602068\2100602068.jpg,2,2,1,0,train
Train\210060\2100602069\2100602069.jpg,1,2,1,0,train
Train\210060\2100602072\2100602072.jpg,1,3,0,0,train
Train\210061\2100611002\2100611002.jpg,1,3,1,0,train
Train\210061\2100611003\2100611003.jpg,0,3,0,0,train
Train\210061\2100611004\2100611004.jpg,0,3,0,0,train
Train\210061\2100611005\2100611005.jpg,0,2,0,0,train
Train\210061\2100611006\2100611006.jpg,1,2,1,0,train
Train\210061\2100611010\2100611010.jpg,0,2,0,1,train
Train\210061\2100611011\2100611011.jpg,0,3,0,0,train
Train\210061\2100611012\2100611012.jpg,0,3,0,0,train
Train\210061\2100611013\2100611013.jpg,1,3,0,1,train
Train\210061\2100611014\2100611014.jpg,0,3,2,0,train
Train\210061\2100611015\2100611015.jpg,0,3,0,0,train
Train\210061\2100611016\2100611016.jpg,2,2,2,1,train
Train\210061\2100611017\2100611017.jpg,2,2,0,1,train
Train\210061\2100611018\2100611018.jpg,0,2,0,0,train
Train\210061\2100611019\2100611019.jpg,0,2,0,0,train
Train\210061\2100611021\2100611021.jpg,0,3,0,0,train
Train\210061\2100611023\2100611023.jpg,2,2,0,0,train
Train\210061\2100611024\2100611024.jpg,0,3,0,0,train
Train\210061\2100611025\2100611025.jpg,1,3,2,1,train
Train\210061\2100611026\2100611026.jpg,0,3,0,0,train
Train\210061\2100611027\2100611027.jpg,3,1,0,1,train
Train\210061\2100611028\2100611028.jpg,1,2,0,1,train
Train\210061\2100611029\2100611029.jpg,1,2,1,0,train
Train\210061\2100611031\2100611031.jpg,1,2,0,0,train
Train\210061\2100611032\2100611032.jpg,1,3,0,1,train
Train\210061\2100611034\2100611034.jpg,2,3,0,0,train
Train\210061\2100611035\2100611035.jpg,0,3,0,0,train
Train\210061\2100611036\2100611036.jpg,1,2,1,0,train
Train\210061\2100611037\2100611037.jpg,1,2,1,0,train
Train\210061\2100611038\2100611038.jpg,2,3,0,0,train
Train\210061\2100611039\2100611039.jpg,0,3,0,0,train
Train\210061\2100611040\2100611040.jpg,1,2,0,2,train
Train\210061\2100611041\2100611041.jpg,0,3,0,0,train
Train\210061\2100611042\2100611042.jpg,0,2,0,0,train
Train\210061\2100611043\2100611043.jpg,0,2,0,0,train
Train\210061\2100611044\2100611044.jpg,0,3,0,0,train
Train\210061\2100611045\2100611045.jpg,1,2,0,0,train
Train\210061\2100611046\2100611046.jpg,0,3,2,1,train
Train\210061\2100611047\2100611047.jpg,2,2,0,0,train
Train\210061\2100611048\2100611048.jpg,0,3,0,0,train
Train\210061\2100611049\2100611049.jpg,0,3,1,0,train
Train\210061\2100611050\2100611050.jpg,0,2,0,0,train
Train\210061\2100611051\2100611051.jpg,0,3,0,0,train
Train\210061\2100611052\2100611052.jpg,1,2,1,1,train
Train\210061\2100611055\2100611055.jpg,0,3,0,0,train
Train\210061\2100611056\2100611056.jpg,0,3,0,0,train
Train\210061\2100611057\2100611057.jpg,2,2,0,0,train
Train\210061\2100611058\2100611058.jpg,1,2,0,0,train
Train\210061\2100611059\2100611059.jpg,0,3,1,0,train
Train\210061\2100611060\2100611060.jpg,0,2,2,0,train
Train\210061\2100611061\2100611061.jpg,0,3,2,0,train
Train\210061\2100611062\2100611062.jpg,1,2,0,0,train
Train\210061\2100611063\2100611063.jpg,0,3,0,0,train
Train\210061\2100611064\2100611064.jpg,0,3,0,0,train
Train\210061\2100611066\2100611066.jpg,0,3,0,0,train
Train\210061\2100611067\2100611067.jpg,1,2,1,1,train
Train\210061\2100611068\2100611068.jpg,1,2,1,0,train
Train\210061\2100611069\2100611069.jpg,1,3,0,0,train
Train\210061\2100611070\2100611070.jpg,2,2,0,0,train
Train\210061\2100611071\2100611071.jpg,1,2,2,0,train
Train\210061\2100611075\2100611075.jpg,0,2,0,0,train
Train\210061\2100611076\2100611076.jpg,0,3,1,0,train
Train\210061\2100611077\2100611077.jpg,0,3,0,0,train
Train\210061\2100611078\2100611078.jpg,1,2,0,0,train
Train\210061\2100611079\2100611079.jpg,0,2,0,0,train
Train\210061\2100611081\2100611081.jpg,0,3,0,0,train
Train\210061\2100611083\2100611083.jpg,2,2,2,1,train
Train\210061\2100612001\2100612001.jpg,0,3,3,1,train
Train\210061\2100612002\2100612002.jpg,2,3,0,0,train
Train\210061\2100612003\2100612003.jpg,2,2,2,1,train
Train\210061\2100612005\2100612005.jpg,1,2,1,0,train
Train\210061\2100612006\2100612006.jpg,1,2,0,1,train
Train\210061\2100612007\2100612007.jpg,1,3,1,1,train
Train\210061\2100612008\2100612008.jpg,0,3,0,0,train
Train\210061\2100612009\2100612009.jpg,0,1,2,0,train
Train\210061\2100612010\2100612010.jpg,0,3,1,0,train
Train\210061\2100612011\2100612011.jpg,0,3,0,0,train
Train\210061\2100612012\2100612012.jpg,0,3,0,0,train
Train\210061\2100612014\2100612014.jpg,0,3,0,0,train
Train\210061\2100612015\2100612015.jpg,0,3,3,1,train
Train\210061\2100612020\2100612020.jpg,0,3,1,1,train
Train\210061\2100612022\2100612022.jpg,0,3,0,0,train
Train\210061\2100612024\2100612024.jpg,0,3,0,1,train
Train\210061\2100612025\2100612025.jpg,1,3,0,2,train
Train\210061\2100612026\2100612026.jpg,0,3,0,0,train
Train\210061\2100612027\2100612027.jpg,1,2,0,0,train
Train\210061\2100612028\2100612028.jpg,0,2,2,1,train
Train\210061\2100612029\2100612029.jpg,0,3,0,0,train
Train\210061\2100612030\2100612030.jpg,1,2,1,2,train
Train\210061\2100612031\2100612031.jpg,2,3,0,0,train
Train\210061\2100612033\2100612033.jpg,1,2,1,0,train
Train\210061\2100612034\2100612034.jpg,1,2,2,1,train
Train\210061\2100612035\2100612035.jpg,0,3,0,1,train
Train\210061\2100612037\2100612037.jpg,1,2,2,1,train
Train\210061\2100612038\2100612038.jpg,0,3,0,0,train
Train\210061\2100612040\2100612040.jpg,2,3,2,0,train
Train\210061\2100612041\2100612041.jpg,1,2,2,0,train
Train\210061\2100612042\2100612042.jpg,0,2,1,1,train
Train\210061\2100612043\2100612043.jpg,0,3,0,2,train
Train\210061\2100612044\2100612044.jpg,0,2,1,0,train
Train\210061\2100612045\2100612045.jpg,1,3,0,1,train
Train\210061\2100612046\2100612046.jpg,1,3,1,0,train
Train\210061\2100612047\2100612047.jpg,0,3,0,0,train
Train\210061\2100612048\2100612048.jpg,1,3,1,1,train
Train\210061\2100612051\2100612051.jpg,0,3,2,0,train
Train\210061\2100612053\2100612053.jpg,0,3,1,0,train
Train\210061\2100612056\2100612056.jpg,0,2,0,0,train
Train\210061\2100612057\2100612057.jpg,0,3,0,0,train
Train\210061\2100612058\2100612058.jpg,2,3,1,0,train
Train\210061\2100612059\2100612059.jpg,0,3,0,0,train
Train\210061\2100612060\2100612060.jpg,1,3,1,0,train
Train\210061\2100612061\2100612061.jpg,1,3,2,0,train
Train\210061\2100612062\2100612062.jpg,2,3,2,2,train
Train\210061\2100612063\2100612063.jpg,0,2,2,0,train
Train\210061\2100612064\2100612064.jpg,1,2,0,0,train
Train\210061\2100612065\2100612065.jpg,0,3,0,0,train
Train\210061\2100612066\2100612066.jpg,0,3,0,0,train
Train\210061\2100612067\2100612067.jpg,0,3,0,0,train
Train\210061\2100612068\2100612068.jpg,2,2,2,0,train
Train\210061\2100612069\2100612069.jpg,0,2,0,1,train
Train\210061\2100612070\2100612070.jpg,1,2,1,0,train
Train\210061\2100612071\2100612071.jpg,0,2,2,0,train
Train\210061\2100612072\2100612072.jpg,0,3,0,0,train
Train\226051\2260510110\2260510110.jpg,1,2,3,1,train
Train\226051\2260510113\2260510113.jpg,2,3,1,1,train
Train\226051\2260510114\2260510114.jpg,3,2,0,1,train
Train\226051\2260510115\2260510115.jpg,1,3,1,0,train
Train\226051\2260510116\2260510116.jpg,1,2,1,1,train
Train\226051\2260510118\2260510118.jpg,2,2,2,1,train
Train\226051\2260510122\2260510122.jpg,1,2,1,1,train
Train\226051\2260510124\2260510124.jpg,1,2,2,1,train
Train\226051\2260510125\2260510125.jpg,2,2,1,0,train
Train\226051\2260510126\2260510126.jpg,1,2,0,0,train
Train\226051\2260510127\2260510127.jpg,1,3,0,1,train
Train\226051\2260510129\2260510129.jpg,2,2,0,0,train
Train\226051\226051013\226051013.jpg,1,2,1,0,train
Train\226051\2260510131\2260510131.jpg,2,2,0,1,train
Train\226051\2260510134\2260510134.jpg,1,2,1,0,train
Train\226051\2260510136\2260510136.jpg,2,2,1,1,train
Train\226051\2260510138\2260510138.jpg,1,2,0,0,train
Train\226051\2260510139\2260510139.jpg,2,2,1,1,train
Train\226051\226051014\226051014.jpg,2,2,1,1,train
Train\226051\2260510140\2260510140.jpg,2,3,1,1,train
Train\226051\2260510141\2260510141.jpg,2,2,0,0,train
Train\226051\2260510142\2260510142.jpg,3,2,2,0,train
Train\226051\2260510143\2260510143.jpg,3,2,1,1,train
Train\226051\2260510146\2260510146.jpg,2,3,1,1,train
Train\226051\2260510147\2260510147.jpg,1,2,1,1,train
Train\226051\2260510148\2260510148.jpg,0,2,0,0,train
Train\226051\2260510151\2260510151.jpg,1,3,1,1,train
Train\226051\2260510152\2260510152.jpg,0,3,0,0,train
Train\226051\2260510155\2260510155.jpg,2,1,0,2,train
Train\226051\2260510156\2260510156.jpg,1,2,1,0,train
Train\226051\2260510158\2260510158.jpg,3,2,0,3,train
Train\226051\2260510159\2260510159.jpg,2,2,0,1,train
Train\226051\226051016\226051016.jpg,2,2,1,1,train
Train\226051\2260510160\2260510160.jpg,3,2,0,0,train
Train\226051\2260510162\2260510162.jpg,3,2,1,0,train
Train\226051\2260510163\2260510163.jpg,3,1,0,2,train
Train\226051\2260510167\2260510167.jpg,2,2,2,1,train
Train\226051\2260510168\2260510168.jpg,1,3,0,1,train
Train\226051\226051017\226051017.jpg,1,2,1,1,train
Train\226051\2260510172\2260510172.jpg,1,3,0,1,train
Train\226051\2260510174\2260510174.jpg,1,2,2,0,train
Train\226051\2260510176\2260510176.jpg,1,2,3,1,train
Train\226051\2260510177\2260510177.jpg,2,1,0,1,train
Train\226051\2260510180\2260510180.jpg,2,2,1,0,train
Train\226051\2260510182\2260510182.jpg,3,2,1,2,train
Train\226051\2260510183\2260510183.jpg,2,2,1,2,train
Train\226051\2260510185\2260510185.jpg,0,2,1,2,train
Train\226051\226051019\226051019.jpg,2,3,1,0,train
Train\226051\226051021\226051021.jpg,1,2,2,0,train
Train\226051\2260510212\2260510212.jpg,0,3,0,0,train
Train\226051\2260510213\2260510213.jpg,0,3,0,0,train
Train\226051\2260510214\2260510214.jpg,0,3,0,0,train
Train\226051\2260510217\2260510217.jpg,0,2,0,0,train
Train\226051\226051022\226051022.jpg,0,3,0,0,train
Train\226051\2260510220\2260510220.jpg,0,3,0,0,train
Train\226051\2260510221\2260510221.jpg,1,2,1,0,train
Train\226051\2260510222\2260510222.jpg,0,3,1,0,train
